goods_code,frequency,code_length
240171730,1,9
238194897,1,9
239979876,1,9
238753201,1,9
237458402,1,9
240171321,1,9
238309165,1,9
238281015,1,9
237852414,1,9
234036684,1,9
238321706,1,9
238298332,1,9
237805722,1,9
238944789,1,9
239975328,1,9
238443146,1,9
239784998,1,9
238062946,1,9
239003831,1,9
238585824,1,9
238652910,1,9
238054122,1,9
236594936,1,9
238204300,1,9
238927953,1,9
238381220,1,9
232320630,1,9
236644590,1,9
238211720,1,9
239790707,1,9
239993383,1,9
238825448,1,9
237458084,1,9
238589457,1,9
238512920,1,9
237370065,1,9
236683680,1,9
237457239,1,9
238889565,1,9
238617663,1,9
239789324,1,9
237629248,1,9
239192677,1,9
234466880,1,9
240530683,1,9
239753235,1,9
233894693,1,9
238668614,1,9
239797151,1,9
238211551,1,9
240261170,1,9
238904444,1,9
238009434,1,9
238099976,1,9
238470355,1,9
238668140,1,9
238427744,1,9
240045999,1,9
238427445,1,9
238556621,1,9
237874621,1,9
240854765,1,9
239976839,1,9
233054872,1,9
237231305,1,9
239780170,1,9
238432978,1,9
239881052,1,9
234964333,1,9
236679268,1,9
237754793,1,9
240242862,1,9
237591169,1,9
241016864,1,9
240105522,1,9
237246556,1,9
240361530,1,9
239835956,1,9
231416709,1,9
239122958,1,9
238254605,1,9
237768245,1,9
237752047,1,9
240854760,1,9
238440260,1,9
238349156,1,9
237189942,1,9
240157920,1,9
240105375,1,9
239742798,1,9
238209414,1,9
238200507,1,9
238292482,1,9
240224142,1,9
236346762,1,9
240381158,1,9
239992129,1,9
240603176,1,9
234363292,1,9
239786756,1,9
240572738,1,9
238224650,1,9
238592776,1,9
240300560,1,9
237628109,1,9
238245449,1,9
237160835,1,9
240062127,1,9
237230105,1,9
240072498,1,9
234439622,1,9
238949560,1,9
240271224,1,9
240261384,1,9
238603808,1,9
240346946,1,9
239121809,1,9
236053881,1,9
239832792,1,9
237344455,1,9
234710686,1,9
238427742,1,9
238809800,1,9
239058748,1,9
238404079,1,9
240103061,1,9
237808694,1,9
238148855,1,9
239082983,1,9
239122997,1,9
239080726,1,9
240164790,1,9
238298286,1,9
240259459,1,9
239900836,1,9
237795310,1,9
240361549,1,9
237166913,1,9
238954000,1,9
240361522,1,9
238959787,1,9
238576489,1,9
239001449,1,9
240328470,1,9
236646864,1,9
236410753,1,9
240869465,1,9
237650339,1,9
238950343,1,9
238690000,1,9
236346783,1,9
238912935,1,9
238851456,1,9
238935231,1,9
238907024,1,9
239058763,1,9
239947239,1,9
236702115,1,9
238349239,1,9
237628078,1,9
236594946,1,9
240000195,1,9
240277746,1,9
238973668,1,9
238056460,1,9
239820392,1,9
240271187,1,9
238772407,1,9
237189944,1,9
240243871,1,9
240106750,1,9
235924388,1,9
238971551,1,9
237458357,1,9
239714719,1,9
238556633,1,9
240671262,1,9
237919778,1,9
237070891,1,9
237013455,1,9
238203441,1,9
238960255,1,9
239981086,1,9
238929014,1,9
238691585,1,9
238573545,1,9
238493550,1,9
237311731,1,9
239882169,1,9
240105450,1,9
238121806,1,9
237769055,1,9
238418153,1,9
240102778,1,9
240781771,1,9
237333367,1,9
238865513,1,9
237173630,1,9
238302359,1,9
236755012,1,9
239773258,1,9
237458384,1,9
239999435,1,9
237230155,1,9
236047150,1,9
239196662,1,9
236917942,1,9
238537383,1,9
237311727,1,9
239482838,1,9
238486522,1,9
234156368,1,9
236679127,1,9
239123012,1,9
240039214,1,9
239842079,1,9
238145292,1,9
237320438,1,9
238973412,1,9
239981140,1,9
237615544,1,9
239306747,1,9
240642112,1,9
238128665,1,9
238336364,1,9
238419817,1,9
237893070,1,9
238942321,1,9
237816544,1,9
238566312,1,9
233071762,1,9
239877966,1,9
238034568,1,9
240057196,1,9
240241800,1,9
238440189,1,9
232538315,1,9
238967230,1,9
238614478,1,9
240361540,1,9
237235571,1,9
236644567,1,9
239851328,1,9
238605703,1,9
238200781,1,9
238872003,1,9
238905674,1,9
238924471,1,9
238471439,1,9
238340049,1,9
237754386,1,9
239084693,1,9
239044259,1,9
238438855,1,9
238382052,1,9
238574636,1,9
237680447,1,9
238204226,1,9
240253478,1,9
236167450,1,9
238891246,1,9
230872031,1,9
239883264,1,9
233004860,1,9
238737691,1,9
235622349,1,9
237078618,1,9
239953339,1,9
239096603,1,9
238868217,1,9
238581091,1,9
238665843,1,9
239947229,1,9
240169667,1,9
240361515,1,9
238893431,1,9
237087880,1,9
237166885,1,9
240386664,1,9
238298409,1,9
238745502,1,9
238228315,1,9
238880593,1,9
234044824,1,9
237874603,1,9
239755784,1,9
237230053,1,9
237357238,1,9
238999057,1,9
237230376,1,9
238261726,1,9
237752119,1,9
238446849,1,9
238471437,1,9
237447286,1,9
240045644,1,9
240241802,1,9
238382312,1,9
236691482,1,9
238291892,1,9
237874678,1,9
239773245,1,9
237458430,1,9
240277734,1,9
234648456,1,9
239742823,1,9
238763461,1,9
239868726,1,9
237493993,1,9
237235411,1,9
235958465,1,9
238107280,1,9
239050166,1,9
234972743,1,9
240343483,1,9
231638917,1,9
233642422,1,9
238268253,1,9
236594935,1,9
232436488,1,9
239093294,1,9
240640759,1,9
238464285,1,9
237872953,1,9
238668053,1,9
238928308,1,9
238524152,1,9
239832768,1,9
240300683,1,9
238207398,1,9
239096601,1,9
238469704,1,9
236690939,1,9
238667164,1,9
240319188,1,9
240241794,1,9
240076671,1,9
240277777,1,9
238036797,1,9
240310246,1,9
240106892,1,9
238601734,1,9
236917903,1,9
239981119,1,9
230727607,1,9
237992625,1,9
239993403,1,9
237845502,1,9
238258116,1,9
238552347,1,9
238927573,1,9
239807924,1,9
237549445,1,9
237918018,1,9
239947831,1,9
237859190,1,9
238721616,1,9
239142908,1,9
238833508,1,9
239004700,1,9
239975322,1,9
237231096,1,9
239947232,1,9
237222245,1,9
236716282,1,9
230575984,1,9
238741691,1,9
238759139,1,9
237189733,1,9
237244494,1,9
238382285,1,9
240037240,1,9
239000495,1,9
239805368,1,9
239254669,1,9
239800977,1,9
237458375,1,9
240775139,1,9
238675934,1,9
238708394,1,9
238746334,1,9
234295555,1,9
238298191,1,9
234224813,1,9
239930845,1,9
237736331,1,9
240075497,1,9
234197152,1,9
237701701,1,9
240916159,1,9
236088648,1,9
240045626,1,9
238605965,1,9
237735475,1,9
235874447,1,9
239903577,1,9
240650771,1,9
238926040,1,9
236553421,1,9
239232683,1,9
237418029,1,9
238629739,1,9
236594934,1,9
238947267,1,9
237845507,1,9
240170543,1,9
239763319,1,9
238909636,1,9
239522662,1,9
237534780,1,9
240105423,1,9
238262383,1,9
237816496,1,9
239981176,1,9
237701416,1,9
239232671,1,9
236546865,1,9
238474750,1,9
238511859,1,9
239742826,1,9
235903478,1,9
239881897,1,9
240621088,1,9
238558695,1,9
238382266,1,9
239152671,1,9
236410885,1,9
237196955,1,9
239102214,1,9
232538328,1,9
237971837,1,9
238707926,1,9
238587242,1,9
236410861,1,9
237754733,1,9
238626652,1,9
240854769,1,9
238552167,1,9
239472843,1,9
238924413,1,9
236458389,1,9
234045089,1,9
238932542,1,9
238751917,1,9
237458343,1,9
238033551,1,9
239970256,1,9
238591758,1,9
239044252,1,9
240037247,1,9
232484444,1,9
238719686,1,9
237013355,1,9
239100885,1,9
236642056,1,9
240271207,1,9
238912492,1,9
239770416,1,9
237457949,1,9
237453917,1,9
240393828,1,9
238980932,1,9
238349050,1,9
238880131,1,9
238960490,1,9
237230153,1,9
238215306,1,9
238910018,1,9
234944604,1,9
238585237,1,9
237535520,1,9
238298283,1,9
230448463,1,9
237948319,1,9
238668042,1,9
237420740,1,9
237762790,1,9
238521627,1,9
238939594,1,9
239777218,1,9
239138782,1,9
239071674,1,9
231659352,1,9
238399862,1,9
237690598,1,9
240108571,1,9
240818871,1,9
238487867,1,9
238478614,1,9
237791203,1,9
237902811,1,9
237752103,1,9
233128834,1,9
240169654,1,9
234038831,1,9
238816113,1,9
239091976,1,9
239229111,1,9
237893357,1,9
237901029,1,9
239981768,1,9
240000488,1,9
233376499,1,9
238443020,1,9
238349016,1,9
234400397,1,9
238529997,1,9
240818875,1,9
238588726,1,9
237067851,1,9
231011166,1,9
237134893,1,9
240798663,1,9
238479700,1,9
238982665,1,9
240321315,1,9
238480177,1,9
239250714,1,9
236294049,1,9
240269012,1,9
238953697,1,9
237621352,1,9
237754816,1,9
236594948,1,9
234247363,1,9
238725511,1,9
230600102,1,9
239466663,1,9
240293620,1,9
239981182,1,9
232320596,1,9
237736430,1,9
235935213,1,9
238440186,1,9
238088731,1,9
239889173,1,9
240740661,1,9
237911795,1,9
240091746,1,9
238266450,1,9
237816503,1,9
233677125,1,9
238285797,1,9
239760169,1,9
238455582,1,9
239975335,1,9
236176434,1,9
239508682,1,9
236557341,1,9
238464286,1,9
238587093,1,9
236784815,1,9
237189732,1,9
238893437,1,9
238763461,1,9
237997173,1,9
241016859,1,9
237752800,1,9
238282702,1,9
234732394,1,9
238450303,1,9
238381299,1,9
239229117,1,9
238493541,1,9
238224516,1,9
237719226,1,9
240047930,1,9
238597305,1,9
236446372,1,9
239873729,1,9
238938854,1,9
237458019,1,9
237163720,1,9
238464268,1,9
236917913,1,9
238480177,1,9
239990663,1,9
239851599,1,9
232503907,1,9
238928127,1,9
240046911,1,9
237414215,1,9
238508894,1,9
238482072,1,9
240186436,1,9
239773199,1,9
234142464,1,9
239123010,1,9
238619592,1,9
239993425,1,9
238704366,1,9
240614553,1,9
239781244,1,9
239796999,1,9
238943266,1,9
236516439,1,9
237902128,1,9
239101320,1,9
238401925,1,9
238497906,1,9
238668177,1,9
237229972,1,9
238585146,1,9
237395261,1,9
238942797,1,9
240941035,1,9
240171230,1,9
240094664,1,9
238318771,1,9
238905682,1,9
239975315,1,9
238590577,1,9
238586676,1,9
237230392,1,9
240119870,1,9
239781252,1,9
238463654,1,9
239305558,1,9
240165050,1,9
237229965,1,9
237013406,1,9
239969252,1,9
238797527,1,9
236823237,1,9
239122971,1,9
236974222,1,9
240242343,1,9
238088758,1,9
237501631,1,9
240361486,1,9
237094413,1,9
238665092,1,9
238521754,1,9
240157873,1,9
240256477,1,9
238367906,1,9
238552162,1,9
240363284,1,9
239081679,1,9
239033145,1,9
240105446,1,9
238581548,1,9
240814006,1,9
235292316,1,9
237500878,1,9
238399665,1,9
238033806,1,9
240361431,1,9
239742673,1,9
233717082,1,9
234141156,1,9
237006233,1,9
238942113,1,9
237495442,1,9
240164974,1,9
237392376,1,9
239096826,1,9
238482064,1,9
240100410,1,9
237760887,1,9
239866716,1,9
238680152,1,9
238772406,1,9
240007661,1,9
237720510,1,9
240014896,1,9
239937270,1,9
239004030,1,9
236644599,1,9
239981073,1,9
234377703,1,9
233054826,1,9
233638623,1,9
238298209,1,9
237609606,1,9
240393773,1,9
238497928,1,9
238075179,1,9
237845523,1,9
237642244,1,9
238735592,1,9
238741978,1,9
240603162,1,9
238455653,1,9
238254608,1,9
239000036,1,9
237246546,1,9
234796323,1,9
236917966,1,9
238741983,1,9
237781336,1,9
240263286,1,9
239484681,1,9
240125883,1,9
239081821,1,9
236484484,1,9
239937941,1,9
238382047,1,9
237754944,1,9
238586675,1,9
240084171,1,9
239807923,1,9
239741609,1,9
238709871,1,9
239354660,1,9
238769650,1,9
237903043,1,9
238424017,1,9
240346946,1,9
240854801,1,9
237520090,1,9
237997086,1,9
236972953,1,9
239973327,1,9
240837959,1,9
239877653,1,9
240927470,1,9
238521740,1,9
239892074,1,9
238707598,1,9
238890308,1,9
240375037,1,9
238629677,1,9
232174320,1,9
239753225,1,9
238228363,1,9
239859672,1,9
238602137,1,9
238583713,1,9
239967755,1,9
238710442,1,9
237985409,1,9
238520731,1,9
239779585,1,9
238923804,1,9
236995429,1,9
239119342,1,9
234710759,1,9
238986710,1,9
239254670,1,9
239482752,1,9
238042156,1,9
237189891,1,9
237894133,1,9
233977626,1,9
239975313,1,9
238938710,1,9
241064505,1,9
238753926,1,9
238894108,1,9
238597200,1,9
239081776,1,9
240831681,1,9
239883655,1,9
240358051,1,9
237987256,1,9
238918083,1,9
241018002,1,9
237166679,1,9
232251115,1,9
239973301,1,9
238825454,1,9
237230087,1,9
240031833,1,9
238504695,1,9
238869467,1,9
239073888,1,9
238440172,1,9
240125884,1,9
236563703,1,9
231825516,1,9
230559968,1,9
237235481,1,9
238926554,1,9
237754465,1,9
239546661,1,9
239789130,1,9
239826560,1,9
235570364,1,9
237138422,1,9
239000942,1,9
239835958,1,9
237597912,1,9
238481124,1,9
236594916,1,9
240108870,1,9
238260522,1,9
237189981,1,9
237796244,1,9
238886746,1,9
240875838,1,9
237458059,1,9
238513343,1,9
236851709,1,9
236690964,1,9
237553377,1,9
236310468,1,9
238481132,1,9
237795462,1,9
238088762,1,9
234270548,1,9
238742030,1,9
239158761,1,9
237969690,1,9
240019449,1,9
237458363,1,9
237798479,1,9
237246017,1,9
238910691,1,9
237887404,1,9
237013460,1,9
238668176,1,9
238571425,1,9
237189912,1,9
239998202,1,9
238132987,1,9
237976215,1,9
240781773,1,9
238382314,1,9
238042140,1,9
237816501,1,9
239508678,1,9
240766843,1,9
238552353,1,9
231520665,1,9
238125068,1,9
238298336,1,9
238565910,1,9
238298008,1,9
237426428,1,9
238940369,1,9
238590997,1,9
238079575,1,9
240293130,1,9
238611773,1,9
240170518,1,9
238478170,1,9
238607231,1,9
237874608,1,9
240614989,1,9
240272360,1,9
238481964,1,9
238904450,1,9
239029637,1,9
237303085,1,9
233705108,1,9
230449972,1,9
237887373,1,9
238367846,1,9
236646831,1,9
240361455,1,9
236679098,1,9
238382858,1,9
236746073,1,9
239122959,1,9
240300544,1,9
240346942,1,9
236296308,1,9
237233797,1,9
236702090,1,9
236999143,1,9
240277827,1,9
237458024,1,9
238744421,1,9
237458432,1,9
237663911,1,9
238065937,1,9
236025107,1,9
237229978,1,9
237274530,1,9
239143344,1,9
240660160,1,9
237299808,1,9
238085100,1,9
231266124,1,9
237235358,1,9
237228977,1,9
236918083,1,9
238932535,1,9
238443659,1,9
238521738,1,9
238106289,1,9
239790715,1,9
237987404,1,9
238873500,1,9
237311765,1,9
235028420,1,9
238298334,1,9
237901067,1,9
238751013,1,9
238019818,1,9
240615029,1,9
238446846,1,9
237637964,1,9
238758107,1,9
238455687,1,9
238086435,1,9
238000117,1,9
239999430,1,9
238906431,1,9
238737720,1,9
235804305,1,9
238067176,1,9
238298171,1,9
233990413,1,9
231686158,1,9
237458140,1,9
238521763,1,9
237762424,1,9
240029727,1,9
232452496,1,9
239904508,1,9
236082494,1,9
239737487,1,9
237151248,1,9
238481238,1,9
237534793,1,9
236920540,1,9
236853328,1,9
237246304,1,9
233704812,1,9
239797013,1,9
240342756,1,9
237230927,1,9
234292436,1,9
237628101,1,9
238480258,1,9
238455768,1,9
237311763,1,9
239835957,1,9
239975334,1,9
237573781,1,9
233916374,1,9
238222380,1,9
238880387,1,9
230133896,1,9
238629778,1,9
239883170,1,9
239948262,1,9
240019652,1,9
234794307,1,9
239117340,1,9
234044830,1,9
239818805,1,9
238665428,1,9
237509434,1,9
239006698,1,9
240109033,1,9
238999527,1,9
236917918,1,9
238479708,1,9
230334715,1,9
230557272,1,9
240171238,1,9
237520097,1,9
239948270,1,9
236844281,1,9
236918065,1,9
238204377,1,9
237708794,1,9
237080838,1,9
240264494,1,9
239011755,1,9
238913054,1,9
239929878,1,9
237852366,1,9
240242348,1,9
239781245,1,9
238937582,1,9
238741776,1,9
236999171,1,9
239123001,1,9
237745895,1,9
238581148,1,9
240242344,1,9
233598917,1,9
238665837,1,9
239740462,1,9
238689761,1,9
240378172,1,9
233004779,1,9
237230180,1,9
237947579,1,9
238865448,1,9
237123095,1,9
238137532,1,9
239073953,1,9
238307549,1,9
240572744,1,9
237189924,1,9
238946777,1,9
238954032,1,9
239993388,1,9
240271894,1,9
238396017,1,9
237347149,1,9
237457953,1,9
238919690,1,9
237754464,1,9
231167144,1,9
238534384,1,9
238450306,1,9
237795474,1,9
230551446,1,9
238665840,1,9
237919735,1,9
238946724,1,9
238281010,1,9
238524149,1,9
237985412,1,9
238468173,1,9
239142901,1,9
239937256,1,9
240014898,1,9
238298306,1,9
237202156,1,9
238600043,1,9
238308059,1,9
238954112,1,9
239144310,1,9
238949561,1,9
239882141,1,9
240150503,1,9
238586623,1,9
236642679,1,9
240135047,1,9
239978205,1,9
235944309,1,9
237458016,1,9
237266196,1,9
238961267,1,9
237899913,1,9
238204391,1,9
240016199,1,9
238107620,1,9
238940154,1,9
239306924,1,9
238491417,1,9
240935751,1,9
238704444,1,9
238553126,1,9
238281994,1,9
234034556,1,9
239052687,1,9
237599945,1,9
236837863,1,9
238583209,1,9
237203794,1,9
239586662,1,9
238999519,1,9
238097331,1,9
238944735,1,9
239820515,1,9
239142901,1,9
237311762,1,9
236799001,1,9
239780079,1,9
237094452,1,9
235874427,1,9
237374164,1,9
239081684,1,9
239873667,1,9
238204363,1,9
237822427,1,9
239142812,1,9
240361559,1,9
238910406,1,9
238291861,1,9
238288337,1,9
237919699,1,9
238552350,1,9
240005052,1,9
240082858,1,9
240000554,1,9
239254674,1,9
236823245,1,9
238268300,1,9
238140421,1,9
238287976,1,9
237752061,1,9
238446858,1,9
238278260,1,9
239900765,1,9
240201641,1,9
237421414,1,9
239797185,1,9
240141499,1,9
239003841,1,9
234135211,1,9
237501790,1,9
238450220,1,9
237230009,1,9
238906468,1,9
239122929,1,9
239837091,1,9
239765053,1,9
237426451,1,9
237589474,1,9
240037294,1,9
239929760,1,9
239975317,1,9
238298295,1,9
240105399,1,9
237821719,1,9
231113066,1,9
237067849,1,9
239947238,1,9
237458347,1,9
239894500,1,9
231306631,1,9
238738064,1,9
240361440,1,9
237233814,1,9
238588085,1,9
238614670,1,9
238278436,1,9
241113511,1,9
234192101,1,9
238493540,1,9
237509757,1,9
237185068,1,9
239096552,1,9
240286835,1,9
236844280,1,9
238590608,1,9
238151889,1,9
240671235,1,9
238119577,1,9
240261149,1,9
236994268,1,9
237458348,1,9
238919103,1,9
239198999,1,9
240075474,1,9
236286647,1,9
240277855,1,9
237458437,1,9
240164901,1,9
239773562,1,9
239123028,1,9
236917947,1,9
234045007,1,9
237202314,1,9
234723331,1,9
237235480,1,9
236490361,1,9
236691496,1,9
239774084,1,9
235622353,1,9
236823854,1,9
239976822,1,9
240075795,1,9
240293176,1,9
240943334,1,9
238704317,1,9
240152706,1,9
230404078,1,9
238539162,1,9
239781246,1,9
238704713,1,9
239780106,1,9
237736278,1,9
240091568,1,9
238703838,1,9
238381217,1,9
238298328,1,9
239783178,1,9
238432397,1,9
240798662,1,9
240603179,1,9
238964293,1,9
237457778,1,9
238480290,1,9
239841898,1,9
240242328,1,9
231850950,1,9
237872960,1,9
236664061,1,9
236951371,1,9
238497957,1,9
237653299,1,9
237230088,1,9
238278287,1,9
240132682,1,9
238275961,1,9
238060984,1,9
238278329,1,9
238291811,1,9
237921846,1,9
238871246,1,9
238534986,1,9
240046981,1,9
240271940,1,9
238186422,1,9
238129912,1,9
237196790,1,9
231573809,1,9
238909794,1,9
239274760,1,9
240200392,1,9
240065910,1,9
239101302,1,9
238244189,1,9
238703837,1,9
231520663,1,9
237557762,1,9
238075229,1,9
236088574,1,9
238741970,1,9
237170601,1,9
236691433,1,9
231520680,1,9
236894752,1,9
239763370,1,9
230600102,1,9
239854667,1,9
237449854,1,9
239801636,1,9
238552768,1,9
239331040,1,9
239888937,1,9
237660153,1,9
239984447,1,9
238261713,1,9
238033809,1,9
238960416,1,9
238668183,1,9
239143165,1,9
233136975,1,9
236679187,1,9
237458444,1,9
238666314,1,9
237063360,1,9
239054661,1,9
231866604,1,9
239019534,1,9
239868660,1,9
238200503,1,9
238478612,1,9
238312099,1,9
239894306,1,9
238665089,1,9
240169801,1,9
233871181,1,9
238585156,1,9
232442388,1,9
234036685,1,9
239384684,1,9
238003927,1,9
239137377,1,9
239785004,1,9
240161430,1,9
240232177,1,9
237534785,1,9
238464182,1,9
238497866,1,9
239948309,1,9
238705792,1,9
231607585,1,9
238513731,1,9
238278287,1,9
238090880,1,9
238091641,1,9
238556641,1,9
238771979,1,9
234738726,1,9
238868386,1,9
238521328,1,9
237679412,1,9
238705558,1,9
238586676,1,9
238645186,1,9
237534323,1,9
235590388,1,9
238953497,1,9
235954109,1,9
238298169,1,9
236726226,1,9
240240104,1,9
240624645,1,9
237655902,1,9
240187388,1,9
234865235,1,9
238170053,1,9
238367875,1,9
239975327,1,9
238904419,1,9
238479693,1,9
238988747,1,9
238614135,1,9
240406674,1,9
239851709,1,9
237534334,1,9
237922627,1,9
240568791,1,9
237808622,1,9
239831204,1,9
239883565,1,9
239967116,1,9
238971842,1,9
237140268,1,9
240085414,1,9
238220087,1,9
238668638,1,9
240271570,1,9
237010163,1,9
238551248,1,9
237426496,1,9
238886362,1,9
240043601,1,9
238579748,1,9
236025119,1,9
236646835,1,9
237235540,1,9
240390854,1,9
238911771,1,9
238493666,1,9
230504446,1,9
238809832,1,9
238031045,1,9
237637424,1,9
236082505,1,9
240076677,1,9
238088753,1,9
239797191,1,9
237675843,1,9
237992590,1,9
240361510,1,9
237557766,1,9
236834117,1,9
238498453,1,9
238821576,1,9
237246309,1,9
239040939,1,9
236563708,1,9
237656439,1,9
236917918,1,9
238642240,1,9
230189504,1,9
240162816,1,9
234388086,1,9
237235531,1,9
238135931,1,9
234938312,1,9
231403174,1,9
239058855,1,9
240135094,1,9
236706312,1,9
238480857,1,9
238512358,1,9
238444217,1,9
234290383,1,9
238955881,1,9
238594076,1,9
238329576,1,9
238680153,1,9
238588081,1,9
239142865,1,9
237091050,1,9
239292670,1,9
239854668,1,9
239753203,1,9
239953333,1,9
237992844,1,9
238278307,1,9
238162057,1,9
238066203,1,9
238355463,1,9
234036667,1,9
239769671,1,9
234342719,1,9
240860421,1,9
240361414,1,9
237311772,1,9
238486862,1,9
237620905,1,9
238435123,1,9
237369734,1,9
238888025,1,9
236822105,1,9
237029943,1,9
237875438,1,9
239769609,1,9
236917902,1,9
238379936,1,9
240243900,1,9
240135089,1,9
238427743,1,9
238868454,1,9
239994646,1,9
234251123,1,9
238423441,1,9
231622475,1,9
240228610,1,9
238874691,1,9
233637403,1,9
240010812,1,9
238906437,1,9
240158224,1,9
236566852,1,9
237893066,1,9
238597159,1,9
234997558,1,9
240227386,1,9
238906711,1,9
237235460,1,9
238940042,1,9
237996960,1,9
238298328,1,9
237397625,1,9
236936639,1,9
238386294,1,9
231686157,1,9
240141544,1,9
238704516,1,9
236632745,1,9
239991580,1,9
238627760,1,9
239816784,1,9
238718071,1,9
238361442,1,9
239831208,1,9
232540547,1,9
238401625,1,9
239790711,1,9
238958224,1,9
240125090,1,9
238102598,1,9
240343087,1,9
240934660,1,9
237098599,1,9
236642673,1,9
240034079,1,9
238886362,1,9
239024675,1,9
238330466,1,9
238153258,1,9
240243903,1,9
237189842,1,9
238276817,1,9
238105680,1,9
238759643,1,9
237610186,1,9
239805412,1,9
235920360,1,9
239882833,1,9
238439644,1,9
231173354,1,9
239929545,1,9
238521510,1,9
232272856,1,9
240788719,1,9
237614796,1,9
236951227,1,9
238893425,1,9
233446926,1,9
238067262,1,9
239904207,1,9
238008216,1,9
231522850,1,9
237796008,1,9
239883268,1,9
236679268,1,9
238513744,1,9
239742802,1,9
237991644,1,9
231238741,1,9
